SYMBOL,YEAR,MIN,MAX,MEAN,STD_DEV
NCOPPER,2011,16,25,18.6275,1.919566784
NCOPPER,2012,4,18,10.2617,5.338690463
NCOPPER,2014,2,3,2.1575,0.364253024
NDL,2014,28,56,39.9787,7.227280945
NDTV,2010,81,151,112.1195,15.16948267
NDTV,2011,26,89,59.0486,14.22027648
NDTV,2012,30,82,52.129,12.20587361
NDTV,2014,66,140,87.5957,18.0275513
NECLIFE,2010,24,42,34.5538,3.983043694
NECLIFE,2011,16,31,23.2874,3.40432631
NECLIFE,2012,17,26,20.7611,1.856062266
NECLIFE,2014,15,43,28.0709,8.207975183
NEHAINT,2010,139,264,164.3117,32.79383049
NEHAINT,2011,24,192,121.0366,55.93429183
NEHAINT,2012,15,56,25.7297,9.136350471
NEHAINT,2014,9,16,11.972,1.753277006
NELCAST,2010,66,113,80.0996,11.11843341
NELCAST,2011,20,133,73.9919,36.04023751
NELCAST,2012,20,31,24.6721,2.769437926
NELCAST,2014,17,40,26.4839,7.249564916
NELCO,2010,100,148,117.3147,10.42027893
NELCO,2011,38,119,69.0486,16.83708758
NELCO,2012,40,57,49.7443,3.571628669
NELCO,2014,35,107,60.8596,21.93326289
NEOCORP,2012,23,41,30.0704,3.682176116
NEOCORP,2014,9,19,11.6716,2.944197733
NEOCURE,2010,3,6,4.2615,0.628440367
NEOCURE,2011,2,4,2.7771,0.431243589
NEOCURE,2012,1,2,1.8611,0.345830544
NEPCMICON,2010,6,9,7.1826,0.856599585
NEPCMICON,2011,3,6,4.0634,0.855899498
NEPCMICON,2012,2,4,2.7902,0.522566312
NEPCMICON,2014,2,6,3.3284,0.904186939
NESCO,2010,525,1516,907.6972,297.8301274
NESCO,2011,433,699,552.6437,57.59099991
NESCO,2012,506,776,657.7854,45.10480946
NESCO,2014,775,1433,1048.4468,211.6028471
NESTLEIND,2010,2489,4002,3031.7045,384.3158779
NESTLEIND,2011,3201,4497,4024.2713,313.7074169
NESTLEIND,2012,3943,4992,4543.1943,213.5659137
NESTLEIND,2014,4630,6553,5387.9362,598.7757393
NET4,2011,103,161,134.6875,13.13990683
NET4,2012,54,172,128.7895,34.85987291
NET4,2014,4,9,5.2317,1.096544245
NET4INDIA,2010,112,119,115.4,2.091251619
NET4INDIA,2011,95,116,106.7692,6.584603403
NETWORK18,2010,90,181,140.7291,23.34494303
NETWORK18,2011,36,162,114.6883,41.44412345
NETWORK18,2012,29,51,37.0121,4.993503295
NETWORK18,2014,29,70,44.5,11.91147906
NEULANDLAB,2010,87,156,107.3432,15.44635319
NEULANDLAB,2011,70,138,104.455,20.02917809
NEULANDLAB,2012,71,189,110.3389,34.13391339
NEULANDLAB,2014,251,475,343.8298,70.07513267
NEXTMEDIA,2011,4,7,5.1926,0.75519236
NEXTMEDIA,2012,3,6,3.4564,0.560795712
NEXTMEDIA,2014,3,14,6.5208,3.648570401
NEYVELILIG,2010,118,177,154.0717,11.20342669
NEYVELILIG,2011,68,139,95.1093,15.27243138
NEYVELILIG,2012,71,103,83.0607,4.927855661
NEYVELILIG,2014,55,107,79.0851,15.67601473
NFL,2010,68,145,113.4622,13.72501576
NFL,2011,45,119,87.7368,18.92194651
NFL,2012,52,94,78.8502,5.901162134
NFL,2014,22,46,31.9787,7.400851096
NGCT,2014,1,3,2.0142,0.505092023
NHPC,2010,27,36,30.9124,1.908329105
NHPC,2011,18,29,24.1093,1.735610106
NHPC,2012,17,26,20.0445,1.957555819
NHPC,2014,18,29,20.9078,2.882819515
NIBL,2014,4,34,14.2529,10.13156941
NICCO,2010,3,8,5.3605,0.796226988
NICCO,2011,1,4,2.8636,0.749808669
NICCO,2012,1,2,1.4449,0.49695449
NICCO,2014,1,1,1,0
NIFETF,2014,59,69,63.6957,2.611592594
NIFTYBEES,2010,477,638,549.494,43.32747263
NIFTYBEES,2011,464,622,542.0405,33.90577532
NIFTYBEES,2012,472,599,538.8664,29.88036816
NIFTYBEES,2014,608,868,738.7234,81.04049477
NIITLTD,2010,52,77,65.2231,5.017700135
NIITLTD,2011,35,59,50.502,5.357558884
NIITLTD,2012,28,55,39.2794,6.26594313
NIITLTD,2014,23,62,40.879,12.08477631
NIITTECH,2010,158,232,187.0996,15.67962491
NIITTECH,2011,167,237,196.336,15.06196504
NIITTECH,2012,183,314,264.9474,27.46203237
NIITTECH,2014,343,475,397.3475,27.67311362
NILKAMAL,2010,228,424,308.4821,62.45427552
NILKAMAL,2011,183,377,275.1498,34.45066046
NILKAMAL,2012,186,267,222.2065,14.61911422
NILKAMAL,2014,135,497,281.9149,99.10296167
NIPPOBATRY,2010,390,523,447.749,26.77314966
NIPPOBATRY,2011,365,485,410.3714,23.19000488
NIPPOBATRY,2012,287,441,349.2407,42.26404068
NIPPOBATRY,2014,274,859,487.3214,183.8812221
NIRMA,2010,162,241,202.5936,19.46971801
NIRMA,2011,231,256,248.4286,8.692889424
NISSAN,2010,3,61,27.418,18.17696356
NISSAN,2011,2,3,2.7135,0.452119431
NITCO,2010,41,78,51.6548,7.967185749
NITCO,2011,32,73,54.17,8.958486872
NITCO,2012,19,50,30.7126,8.304574393
NITCO,2014,14,33,21.1566,4.462648
NITESHEST,2010,30,51,39.9207,4.17452313
NITESHEST,2011,14,33,22.3522,4.453246223
NITESHEST,2012,13,23,15.2105,2.109408874
NITESHEST,2014,10,18,13.3869,1.730989233
NITINFIRE,2010,69,400,307.9602,103.3890575
NITINFIRE,2011,24,144,77.0931,32.56875992
NITINFIRE,2012,27,76,52.1781,10.76020595
NITINFIRE,2014,31,78,58.1418,10.26360475
NITINSPIN,2010,7,17,10.0598,2.44794701
NITINSPIN,2011,6,13,9.1134,2.451824002
NITINSPIN,2012,6,11,7.2308,1.130809165
NITINSPIN,2014,14,32,21.3972,5.240160564
NMDC,2010,238,556,307.9721,75.52690887
NMDC,2011,137,299,245.2146,33.94360812
NMDC,2012,154,199,177.2348,11.38263123
NMDC,2014,125,194,156.4681,18.15166725
NOCIL,2010,19,27,22.4781,1.562291557
NOCIL,2011,15,21,16.7976,1.068273689
NOCIL,2012,15,19,16.8219,0.839707736
NOCIL,2014,14,48,26.0567,10.93940308
NOESISIND,2014,0,2,1.2857,0.564240505
NOIDATOLL,2010,27,41,32.9721,3.101731158
NOIDATOLL,2011,20,32,25.0688,2.475654708
NOIDATOLL,2012,20,29,24.3117,1.515100712
NOIDATOLL,2014,21,37,29.5745,4.988261458
NOL,2010,53,80,59.7671,5.298023793
NOL,2011,37,75,47.3725,7.576953665
NOL,2012,39,52,43.7445,2.174937526
NOL,2014,33,63,45.8765,6.687712551
NORBTEAEXP,2010,9,19,12.5179,1.729368218
NORBTEAEXP,2011,5,12,6.813,1.637217516
NORBTEAEXP,2012,5,6,5.0851,0.279039937
NORBTEAEXP,2014,3,7,5.6778,0.904651901
NORTHGATE,2010,15,31,19.8615,3.6807485
NORTHGATE,2011,7,14,11.1278,1.687697786
NORTHGATE,2012,6,11,8.1894,1.02345653
NOVOPANIND,2010,32,46,36.6586,2.919250561
NOVOPANIND,2011,28,45,38.3795,4.894729377
NOVOPANIND,2012,18,36,26.5714,5.004844592
NOVOPANIND,2014,30,45,36.8667,3.290390048
NRBBEARING,2010,50,112,75.6188,19.50009784
NRBBEARING,2011,34,59,46.6802,5.299810093
NRBBEARING,2012,35,48,39.308,3.017889536
NRBBEARING,2014,35,147,84.0426,34.71543331
NRC,2010,8,18,10.1813,1.389548049
NRC,2011,3,10,5.3684,1.458569101
NRC,2012,3,5,3.7248,0.485978812
NSIL,2010,901,1349,1106.7251,105.6588141
NSIL,2011,521,1030,724.9514,104.4956931
NSIL,2012,512,907,704.7953,68.77116203
NSIL,2014,520,934,710.635,101.4803477
NTPC,2010,177,233,202.6375,9.96727873
NTPC,2011,155,202,175.9879,9.544475809
NTPC,2012,141,188,163.8219,9.776896244
NTPC,2014,111,166,136.8298,12.97294372
NUCENT,2010,2,3,2.439,0.496268048
NUCENT,2011,2,3,2.0735,0.26100352
NUCENT,2012,1,6,2.5116,1.468618921
NUCHEM,2010,6,15,8.8606,1.667738792
NUCHEM,2011,2,7,4.1822,1.295900761
NUCHEM,2012,2,3,2.2632,0.440347382
NUCLEUS,2010,105,175,135.1195,11.92312934
NUCLEUS,2011,57,130,80.3563,15.7228846
NUCLEUS,2012,61,94,70.8947,7.556337169
NUCLEUS,2014,135,264,202.4539,28.11387058
NUMERICPW,2010,273,394,334.255,24.10945172
NUMERICPW,2011,156,306,225.2389,33.00759984
NUMERICPW,2012,168,300,226.2759,42.63873628
NUTEK,2010,17,60,34.1315,6.670581593
NUTEK,2011,1,17,6.4656,4.750221597
NUTEK,2012,1,2,1.004,0.063499543
NUTEK,2014,1,1,1,0
OBEROIREAL,2010,262,302,278.5278,10.02631568
OBEROIRLTY,2010,256,268,262.9333,2.743882084
OBEROIRLTY,2011,206,263,233.1822,11.96668818
OBEROIRLTY,2012,209,313,257.6154,20.82513095
OBEROIRLTY,2014,185,274,231.4184,25.0248546
OCL,2010,108,147,127.3865,8.416809671
OCL,2011,85,115,99.0202,6.556172351
OCL,2012,77,162,113.4332,25.98353946
OCL,2014,150,475,255.5106,77.52168464
OCTAV,2010,19,25,22.2857,1.516350793
OFSS,2010,2020,2475,2208.3944,98.39152524
OFSS,2011,1745,2345,2068.6478,143.3568119
OFSS,2012,1850,3293,2631.4494,327.0099673
OFSS,2014,2826,4007,3220.1064,238.3982217
OIL,2010,1106,1620,1314.6534,136.697165
OIL,2011,1135,1419,1285.668,56.84394353
OIL,2012,436,1321,656.1417,326.4072494
OIL,2014,440,661,544.8014,61.03321034
OILCOUNTUB,2010,72,141,107.6096,10.99288742
OILCOUNTUB,2011,46,96,69.1215,10.30316886
OILCOUNTUB,2012,46,61,52.5749,2.934069297
OILCOUNTUB,2014,30,68,44.617,9.414534993
OISL,2010,27,82,48.1712,13.14948803
OISL,2011,39,66,48.417,5.93352125
OISL,2012,29,51,39.8623,6.764194803
OISL,2014,17,27,22.6875,2.697655232
OMAXAUTO,2010,46,68,56.012,4.768323493
OMAXAUTO,2011,33,51,41,3.698122951
OMAXAUTO,2012,34,53,45.1903,4.121660312
OMAXAUTO,2014,31,65,45.5045,9.019372418
OMAXE,2010,87,152,114.988,22.63876766
OMAXE,2011,122,150,135.7814,6.049122241
OMAXE,2012,136,168,153.5709,6.585012464
OMAXE,2014,121,151,129.6028,7.030712193
OMKARCHEM,2011,27,82,59.6864,12.50079254
OMKARCHEM,2012,54,141,79.5344,21.99810974
OMKARCHEM,2014,108,159,133.0709,12.95417203
OMMETALS,2011,21,39,29.9769,3.837999047
OMMETALS,2012,20,35,25.7358,3.500188847
OMMETALS,2014,16,36,24.6861,4.528501508
OMNITECH,2010,152,268,198.992,34.56237413
OMNITECH,2011,126,216,147.1498,14.55569473
OMNITECH,2012,109,194,135.9838,18.20352051
OMNITECH,2014,9,16,11.967,1.515129193
ONELIFECAP,2011,146,301,232.1765,29.72864591
ONELIFECAP,2012,227,821,480.9069,216.5873785
ONELIFECAP,2014,127,297,180.9504,32.70919064
ONGC,2010,1003,1458,1217.9084,118.053214
ONGC,2011,247,1293,366.0769,274.8828646
ONGC,2012,243,295,271.2794,11.58313109
ONGC,2014,268,466,364.8865,56.10844265
ONMOBILE,2010,250,502,341.8008,57.45707006
ONMOBILE,2011,55,303,134.9271,81.56993692
ONMOBILE,2012,29,83,49.9352,13.65879224
ONMOBILE,2014,27,75,37.5887,11.80700052
ONWARDTEC,2010,17,44,23.6554,7.714248696
ONWARDTEC,2011,31,55,38.9444,4.70487008
ONWARDTEC,2012,35,50,40.5391,3.489182932
ONWARDTEC,2014,44,70,52.4286,6.02206826
OPTOCIRCUI,2010,206,324,254.0996,33.20709555
OPTOCIRCUI,2011,184,304,257.5385,29.35579484
OPTOCIRCUI,2012,98,290,169.9636,53.01289554
OPTOCIRCUI,2014,19,42,28.7801,5.592665154
ORBITCORP,2010,70,349,195.1474,84.8253783
ORBITCORP,2011,25,81,43.6235,11.50672815
ORBITCORP,2012,27,68,50.5223,7.600241721
ORBITCORP,2014,13,29,18.2411,3.498532031
ORBTEXP,2014,91,411,186.8723,103.5181042
ORCHIDCHEM,2010,130,340,202.0199,57.77614792
ORCHIDCHEM,2011,125,321,237.3603,60.15691126
ORCHIDCHEM,2012,97,192,134.2874,31.26564976
ORCHIDCHEM,2014,44,83,67.6017,10.34091744
ORIENTABRA,2010,26,39,31.7968,2.561309932
ORIENTABRA,2011,9,39,31.7384,7.745906933
ORIENTABRA,2012,7,11,8.3968,1.280683979
ORIENTABRA,2014,16,24,20.5957,1.8061311
ORIENTALTL,2010,10,21,13.1429,2.049987556
ORIENTALTL,2011,6,11,8.5021,0.934024804
ORIENTALTL,2012,4,7,5.9208,0.956329427
ORIENTALTL,2014,2,3,2.7174,0.450267721
ORIENTBANK,2010,230,534,371.1912,77.45773351
ORIENTBANK,2011,194,403,322.8866,39.80726979
ORIENTBANK,2012,195,365,266.4818,39.75642784
ORIENTBANK,2014,163,366,260.2553,53.49069041
ORIENTBELL,2012,45,103,66.0114,14.62560908
ORIENTBELL,2014,41,120,76.0105,21.94898139
ORIENTCEM,2014,37,156,89.0213,40.90214374
ORIENTCERA,2010,44,103,71.741,17.25184525
ORIENTCERA,2011,44,76,54.5583,6.646171621
ORIENTCERA,2012,46,73,55.3944,5.292777096
ORIENTHOT,2010,33,419,271.3546,105.7906194
ORIENTHOT,2011,24,35,28.583,2.336169209
ORIENTHOT,2012,21,31,24.0931,1.957915834
ORIENTHOT,2014,15,27,20.5909,3.522556203
ORIENTLTD,2010,66,132,109.5098,7.976368403
ORIENTLTD,2011,68,100,83.4429,7.695707316
ORIENTLTD,2012,82,149,102.2304,16.11962218
ORIENTLTD,2014,61,124,91.1053,19.98919376
ORIENTPPR,2010,44,65,55.9482,4.948470202
ORIENTPPR,2011,44,64,55.1498,4.792646818
ORIENTPPR,2012,48,87,64.7733,10.75326966
ORIENTPPR,2014,13,34,23.6429,7.270798613
ORIENTREF,2012,23,41,33.1257,4.08482333
ORIENTREF,2014,49,104,81.6034,15.43556088
ORISSAMINE,2010,33445,89099,63468.9394,13426.15764
ORISSAMINE,2011,27303,64064,47822.1903,7206.944156
ORISSAMINE,2012,3529,57603,32275.1336,15069.02344
ORISSAMINE,2014,2084,4899,3069.2984,822.8456032
OSWALMIN,2010,87,100,93.6667,5.31245915
OSWALMIN,2011,22,123,44.7778,18.2337362
OSWALMIN,2012,20,35,27.1957,3.530116178
OSWALMIN,2014,12,33,23.4242,6.485556461
OUDHSUG,2010,32,83,44.247,11.01839918
OUDHSUG,2011,18,42,27.4008,5.179107765
OUDHSUG,2012,19,32,25.4201,2.765864656
OUDHSUG,2014,15,29,21.2273,3.468452867
PAEL,2010,34,52,43.5896,3.624140545
PAEL,2011,15,38,25.4327,4.601747129
PAEL,2012,12,20,15.5958,2.107324363
PAEL,2014,5,14,8.88,2.432885804
PAGEIND,2010,795,1522,1060.259,239.4516326
PAGEIND,2011,1300,2717,2022.0202,452.625713
PAGEIND,2012,2393,3537,2982.0445,312.2912097
PAGEIND,2014,5165,11458,7198.156,1636.291232
PALRED,2014,14,23,16.5086,1.778684567
PANACEABIO,2010,163,235,196.0438,16.23243984
PANACEABIO,2011,75,208,153.8664,37.1521977
PANACEABIO,2012,65,144,87.8421,18.48895524
PANACEABIO,2014,92,186,145.9078,32.59919955
PANAMAPET,2011,203,250,225.0328,8.966179099
PANAMAPET,2012,127,245,168.2814,32.82596836
PANAMAPET,2014,57,310,156.952,70.88208304
PANASONIC,2010,77,228,169.5148,38.73702975
PANASONIC,2011,71,168,117.1778,19.26434691
PANASONIC,2012,71,122,87.2864,10.61919031
PANASONIC,2014,48,270,159.5227,77.19058134
PANCARBON,2010,136,188,158.1422,10.06909401
PANCARBON,2011,111,171,142.2249,13.22286526
PANCARBON,2012,108,172,138.0188,15.08565915
PANCARBON,2014,128,275,178.6439,41.9288959
PANCHSHEEL,2011,17,17,17,0
PANCHSHEEL,2012,17,24,19.7273,3.047828112
PANCHSHEEL,2014,22,34,27.8627,3.118695101
PANORAMUNI,2010,18,328,126.6255,121.803231
PANORAMUNI,2011,7,22,14.0607,3.969564916
PANORAMUNI,2012,7,11,8.4268,0.928726129
PANORAMUNI,2014,7,19,10.2429,2.690914419
PANTALOONR,2010,346,518,429.5538,39.74069456
PANTALOONR,2011,128,379,257.7328,55.2654384
PANTALOONR,2012,127,257,176.0081,26.47678563
PAPERPROD,2010,53,70,60.8048,3.507211843
PAPERPROD,2011,52,90,67.7045,10.01566083
PAPERPROD,2012,58,75,67.2874,4.01343447
PAPERPROD,2014,70,194,132.3262,42.3332769
PARABDRUGS,2010,50,69,57.5271,3.189317245
PARABDRUGS,2011,26,61,39.6113,6.974414856
PARABDRUGS,2012,10,37,24.7895,6.919155079
PARABDRUGS,2014,5,17,9.4854,3.486072365
PARACABLES,2010,6,18,10.5,2.970769546
PARACABLES,2011,2,6,3.7773,1.054685011
PARACABLES,2012,2,3,2.1532,0.360135065
PARACABLES,2014,1,4,2.2989,0.803940618
PARAL,2010,132,574,296.5976,132.7902273
PARAL,2011,169,363,247.6518,31.66691889
PARAL,2012,167,382,297.4318,40.19379064
PARAL,2014,32,48,39.0909,4.301963163
PARAPRINT,2011,5,37,21.5988,7.491113976
PARAPRINT,2012,3,9,5.4818,1.467140787
PARAPRINT,2014,1,2,1.3902,0.487804878
PARASPETRO,2010,1,2,1.0299,0.170175437
PARASPETRO,2011,0,1,0.701,0.457828442
PARASPETRO,2012,0,1,0.0556,0.229061424
PAREKHPLAT,2010,6,11,6.9953,1.155362319
PAREKHPLAT,2011,3,7,4.908,0.856657909
PARRYSUGAR,2010,138,168,156.8,9.211948762
PARRYSUGAR,2011,75,170,121.8849,32.64195983
PARRYSUGAR,2012,56,106,66.3333,9.40525286
PARRYSUGAR,2014,14,26,20.0769,2.673561107
PARSVNATH,2010,50,148,113.1275,28.70150824
PARSVNATH,2011,26,80,48.6113,12.40782831
PARSVNATH,2012,36,63,49.4413,9.269011273
PARSVNATH,2014,17,37,25.3759,4.74085758
PATELENG,2010,295,484,405.2351,43.93626004
PATELENG,2011,74,314,141.0688,51.41487324
PATELENG,2012,63,123,90.6154,14.31039111
PATELENG,2014,50,143,86.2661,24.42239482
PATINTLOG,2010,28,43,34.3813,4.064898331
PATINTLOG,2011,19,39,27.2992,4.179948151
PATINTLOG,2012,17,29,22.2131,1.919398421
PATINTLOG,2014,14,149,42.4667,35.87381176
PATNI,2010,415,609,500.8805,42.73397812
PATNI,2011,256,480,383.668,71.6291274
PATNI,2012,448,517,485.8191,19.0027785
PATSPINLTD,2010,8,25,13.3279,4.159607924
PATSPINLTD,2011,8,20,14.3399,3.345128653
PATSPINLTD,2012,7,11,8.554,1.022353696
PATSPINLTD,2014,8,12,9.5309,0.982393396
PBAINFRA,2010,61,101,76.0956,8.211280061
PBAINFRA,2011,27,91,55.5709,14.83546879
PBAINFRA,2012,24,50,33.7232,8.233435559
PBAINFRA,2014,9,24,16.4458,4.072396092
PCJEWELLER,2012,147,150,148.6667,1.247219129
PCJEWELLER,2014,73,252,140.0851,56.41468665
PDPL,2010,219,389,293.0532,45.31552902
PDPL,2011,77,322,146.3412,60.15759049
PDPL,2012,56,115,80.6423,17.59592572
PDPL,2014,22,42,30.3404,3.857073795
PDSMFL,2014,125,200,173.0476,25.80231845
PDUMJEIND,2010,15,31,22.5,4.77828078
PDUMJEIND,2011,13,24,18.8278,2.086409708
PDUMJEIND,2012,12,20,14.8462,2.046001361
PDUMJEIND,2014,7,14,9.9853,2.245863171
PDUMJEPULP,2010,19,29,24.2985,2.356413448
PDUMJEPULP,2011,14,25,19.5656,2.575062326
PDUMJEPULP,2012,12,19,15.1934,1.725992844
PDUMJEPULP,2014,10,17,13.8201,1.946226005
PEACOCKIND,2010,3,4,3.1053,0.306892205
PEACOCKIND,2011,2,4,2.9542,0.277607587
PEACOCKIND,2012,3,6,3.6432,0.599342225
PEARLPOLY,2010,11,27,17.9044,4.095330729
PEARLPOLY,2011,11,26,16.3822,3.408565955
PEARLPOLY,2012,9,16,11.5028,1.575448053
PEARLPOLY,2014,5,18,12.1899,3.593510147
PEL,2012,460,602,497.6567,34.23603419
PEL,2014,512,843,656.1773,100.024627
PENIND,2010,43,52,48.3462,2.400998313
PENIND,2011,34,53,41.5182,4.229101041
PENIND,2012,25,35,29.0769,2.980054113
PENIND,2014,19,65,37.5,14.57192194
PENINLAND,2010,50,92,69.8287,8.046090701
PENINLAND,2011,30,68,50.1457,9.426629744
PENINLAND,2012,28,81,43.4453,14.55201645
PENINLAND,2014,29,46,35.5461,3.780268251
PEPL,2010,4,6,4.5614,0.554646841
PEPL,2011,2,4,2.8868,0.614101912
PEPL,2012,2,2,2,0
PERIATEA,2010,74,200,148.125,15.6774121
PERIATEA,2011,97,220,152.192,27.33283164
PERIATEA,2012,146,188,169.6289,7.699001927
PERIATEA,2014,120,120,120,0
PERSISTENT,2010,367,498,422.5316,33.44872828
PERSISTENT,2011,286,447,355.9028,41.64860074
PERSISTENT,2012,305,521,383.7045,60.89765175
PERSISTENT,2014,929,1637,1183.5461,183.339567
PETRONENGG,2010,262,457,391.2603,38.76001355
PETRONENGG,2011,222,460,328.498,43.96832449
PETRONENGG,2012,125,275,197.0607,47.54567755
PETRONENGG,2014,85,181,129.0303,28.06943215
PETRONET,2010,70,129,94.6494,18.61896683
PETRONET,2011,107,183,145.6559,19.9401685
PETRONET,2012,124,175,154.6761,12.10180986
PETRONET,2014,114,204,160.3404,29.36486775
PFC,2010,232,381,304.6255,39.50504516
PFC,2011,132,308,199.6032,45.96694453
PFC,2012,136,221,178.583,18.187958
PFC,2014,132,342,236.3617,58.724779
PFIZER,2010,881,1290,1064.255,91.61311518
PFIZER,2011,1098,1534,1292.6883,106.7861573
PFIZER,2012,1080,1346,1198.0324,57.31748858
PFIZER,2014,1032,2076,1380.9362,263.4029681
PFOCUS,2010,50,736,328.3868,209.6199648
PFOCUS,2011,41,77,56.2834,7.810032462
PFOCUS,2012,41,62,49.4656,4.543740407
PFOCUS,2014,26,55,40.4043,9.962325289
PFRL,2014,82,135,108.6383,16.3799205
PFS,2011,10,25,16.8449,3.247790424
PFS,2012,11,19,15.1538,1.819990041
PFS,2014,13,59,31.2837,15.48200797
PGEL,2011,144,483,219.1385,53.67190267
PGEL,2012,129,360,204.7676,56.39115349
PGEL,2014,82,219,139.6809,37.22946274
PGHH,2010,1578,2312,1989.251,166.1684834
PGHH,2011,1476,2152,1872.4818,137.3341572
PGHH,2012,1794,2755,2229.6802,228.8121565
PGHH,2014,3019,6037,4262.4255,1001.071534
PGIL,2012,81,129,100.4938,15.4984057
PGIL,2014,140,235,204.1354,26.51085461
PHILIPCARB,2010,160,238,195.1076,16.28751821
PHILIPCARB,2011,78,173,135.3441,16.50883078
PHILIPCARB,2012,86,118,98.7368,7.030844346
PHILIPCARB,2014,46,153,85.3901,30.42972908
PHOENIXLL,2014,73,177,127.798,26.25822807
PHOENIXLTD,2010,182,259,219.1355,20.1766496
PHOENIXLTD,2011,153,225,197.2834,16.09664158
PHOENIXLTD,2012,157,259,197.7085,19.08080114
PHOENIXLTD,2014,206,393,298.773,61.01846817
PIDILITIND,2010,109,241,146.2032,30.97773506
PIDILITIND,2011,126,181,154.5709,12.28779555
PIDILITIND,2012,134,218,176.5587,22.65574962
PIDILITIND,2014,273,494,344.8085,62.27961597
PIIND,2011,456,1117,651.5373,165.4129909
PIIND,2012,435,600,515.7236,31.86437234
PIIND,2014,232,501,343.6099,88.0201277
PILIND,2014,7,23,14.8596,4.832051602
PIONDIST,2010,41,87,62.2059,16.29286999
PIONDIST,2011,32,94,53.308,13.41585981
PIONDIST,2012,26,47,34.0438,5.894220554
PIONDIST,2014,33,40,35.9167,1.705790791
PIONEEREMB,2010,15,32,22.7462,4.354151933
PIONEEREMB,2011,10,26,16.5081,4.256742017
PIONEEREMB,2012,6,14,9.3399,1.805228856
PIONEEREMB,2014,6,22,11.0367,3.995241678
PIPAVAVDOC,2011,56,87,73.6129,10.2820778
PIPAVAVDOC,2012,56,97,77.9798,8.105803086
PIPAVAVDOC,2014,32,73,45.5474,10.02767761
PIPAVAVYD,2010,53,116,82.8287,17.43532539
PIPAVAVYD,2011,62,91,79.2054,5.397794642
PIRGLASS,2010,72,138,108.4566,18.3178853
PIRGLASS,2011,84,152,117.8381,15.94315843
PIRGLASS,2012,82,116,100.8826,8.264747619
PIRGLASS,2014,73,139,111.7412,20.29323442
PIRHEALTH,2010,334,576,470.1434,51.3694856
PIRHEALTH,2011,346,486,399.4251,42.25632044
PIRHEALTH,2012,375,538,462.6111,40.10297701
PIRLIFE,2010,76,192,127.6471,36.73744872
PIRLIFE,2011,75,122,94.2241,8.856603232
PIRLIFE,2012,8,46,13.8111,9.872401987
PIRPHYTO,2014,24,46,32.8125,4.980822598
PITTILAM,2010,34,52,41.1968,3.367332176
PITTILAM,2011,34,68,43.5506,7.41350049
PITTILAM,2012,53,92,69.5061,11.35545329
PITTILAM,2014,31,70,46.0804,11.80431095
PLASTIBLEN,2010,133,221,167.0535,23.47017234
PLASTIBLEN,2011,142,215,178.7048,20.09396699
PLASTIBLEN,2012,71,179,90.6599,31.44157445
PLASTIBLEN,2014,95,308,175.1871,65.22286843
PLETHICO,2010,342,423,383.8685,13.62951177
PLETHICO,2011,336,389,360.8016,13.29595831
PLETHICO,2012,173,394,325.4372,50.79707893
PLETHICO,2014,37,70,44.596,7.01069773
PNB,2010,854,1385,1096.1394,147.6666068
PNB,2011,774,1223,1044.1053,105.0646468
PNB,2012,666,1077,826.7004,93.55359221
PNB,2014,226,1122,839.7163,179.4520946
PNBGILTS,2010,24,45,28.9641,5.003057747
PNBGILTS,2011,22,29,24.6964,1.180521261
PNBGILTS,2012,24,30,25.7247,0.988351902
PNBGILTS,2014,16,30,20.9362,4.053214758
PNC,2010,18,38,27.5219,3.456404346
PNC,2011,10,24,15.6179,2.563091138
PNC,2012,10,16,12.545,0.945240724
PNC,2014,9,22,14.3393,3.541976777
POCHIRAJU,2010,18,26,21.7211,1.853690287
POCHIRAJU,2011,10,22,15.1336,2.589758006
POCHIRAJU,2012,10,17,13.8785,1.184167271
POCHIRAJU,2014,7,43,18.35,11.67093969
POLARIND,2010,4,8,5.6895,0.773079724
POLARIND,2011,3,8,4.3984,0.908316028
POLARIND,2012,2,6,3.2195,0.672171404
POLARIS,2010,143,214,173.012,11.40332029
POLARIS,2011,116,210,163.3239,28.4481266
POLARIS,2012,104,170,131.1336,17.57650611
POLARIS,2014,125,263,191.1111,35.1643057
POLYMED,2011,199,287,226.1667,24.81990688
POLYMED,2012,211,429,293.1959,53.0914727
POLYMED,2014,335,907,558.0638,192.2355681
POLYPLEX,2010,188,983,502.0171,262.5992161
POLYPLEX,2011,152,360,206.2186,41.7231183
POLYPLEX,2012,145,217,178.8381,19.77623019
POLYPLEX,2014,127,314,195.5035,47.03184738
PONDYOXIDE,2010,35,69,42.8438,7.523336091
PONDYOXIDE,2011,21,40,29.915,3.397554833
PONDYOXIDE,2012,20,27,23.1984,1.66808498
PONDYOXIDE,2014,19,56,32.1702,9.99713253
PONNIERODE,2010,92,172,115.2669,15.81354449
PONNIERODE,2011,72,130,89.5203,10.89405715
